IP:PORT, LOSS, DELAY
162.159.192.134:2506,0.00%,180 ms
162.159.192.198:4500,0.00%,182 ms
162.159.192.226:1014,0.00%,182 ms
162.159.192.239:1014,0.00%,183 ms
162.159.192.239:968,0.00%,183 ms
162.159.195.50:894,0.00%,183 ms
162.159.192.155:7103,0.00%,183 ms
162.159.195.6:878,0.00%,183 ms
162.159.192.237:968,0.00%,184 ms
162.159.192.146:7103,0.00%,184 ms
162.159.195.133:8742,0.00%,184 ms
162.159.192.131:1701,0.00%,184 ms
162.159.195.93:1701,0.00%,184 ms
162.159.192.240:968,0.00%,184 ms
162.159.192.150:7103,0.00%,184 ms
162.159.195.112:1701,0.00%,184 ms
162.159.195.47:894,0.00%,184 ms
188.114.97.224:8742,0.00%,184 ms
162.159.195.119:1018,0.00%,184 ms
162.159.192.136:7103,0.00%,184 ms
162.159.192.197:942,0.00%,184 ms
162.159.195.53:908,0.00%,185 ms
162.159.195.224:1002,0.00%,185 ms
162.159.195.224:1014,0.00%,185 ms
162.159.195.5:894,0.00%,185 ms
162.159.195.105:1701,0.00%,185 ms
162.159.195.4:878,0.00%,185 ms
162.159.195.114:1018,0.00%,185 ms
162.159.195.117:1018,0.00%,185 ms
162.159.195.100:1701,0.00%,185 ms
162.159.195.6:894,0.00%,185 ms
162.159.195.12:878,0.00%,185 ms
162.159.195.181:878,0.00%,185 ms
162.159.195.11:878,0.00%,185 ms
162.159.195.37:894,0.00%,185 ms
162.159.195.147:4233,0.00%,185 ms
162.159.192.131:7559,0.00%,185 ms
162.159.192.118:7559,0.00%,185 ms
162.159.195.7:894,0.00%,185 ms
162.159.195.192:890,0.00%,185 ms
162.159.192.241:968,0.00%,185 ms
162.159.195.157:8319,0.00%,185 ms
162.159.192.134:7103,0.00%,185 ms
162.159.195.231:5956,0.00%,185 ms
162.159.192.161:7103,0.00%,185 ms
162.159.195.247:5956,0.00%,185 ms
162.159.192.128:1701,0.00%,185 ms
162.159.192.195:942,0.00%,185 ms
162.159.195.54:908,0.00%,185 ms
162.159.192.156:7103,0.00%,186 ms
162.159.195.191:878,0.00%,186 ms
162.159.192.192:942,0.00%,186 ms
162.159.195.10:878,0.00%,186 ms
188.114.98.198:5279,0.00%,186 ms
162.159.192.196:942,0.00%,186 ms
162.159.195.77:1387,0.00%,186 ms
162.159.195.231:945,0.00%,186 ms
162.159.195.130:8742,0.00%,186 ms
162.159.195.219:1002,0.00%,186 ms
162.159.195.42:3581,0.00%,186 ms
162.159.195.206:890,0.00%,186 ms
162.159.192.201:1014,0.00%,186 ms
162.159.195.156:4233,0.00%,186 ms
162.159.192.156:2506,0.00%,186 ms
162.159.195.245:945,0.00%,186 ms
162.159.195.59:908,0.00%,186 ms
162.159.192.244:968,0.00%,186 ms
162.159.192.115:1701,0.00%,186 ms
162.159.195.113:1018,0.00%,186 ms
162.159.192.159:7103,0.00%,186 ms
162.159.195.173:946,0.00%,186 ms
162.159.195.243:5956,0.00%,186 ms
162.159.195.47:3581,0.00%,186 ms
162.159.195.74:908,0.00%,186 ms
162.159.195.242:945,0.00%,186 ms
162.159.195.176:946,0.00%,186 ms
162.159.195.11:894,0.00%,186 ms
162.159.195.36:894,0.00%,186 ms
162.159.195.229:945,0.00%,186 ms
188.114.96.53:2506,0.00%,186 ms
162.159.195.53:3854,0.00%,186 ms
162.159.192.172:942,0.00%,186 ms
162.159.195.8:894,0.00%,186 ms
162.159.195.3:894,0.00%,186 ms
162.159.195.104:1701,0.00%,186 ms
162.159.195.131:890,0.00%,186 ms
162.159.195.98:1701,0.00%,186 ms
162.159.192.107:7559,0.00%,186 ms
162.159.195.239:945,0.00%,186 ms
162.159.192.168:4500,0.00%,187 ms
188.114.99.4:939,0.00%,187 ms
162.159.192.253:1014,0.00%,187 ms
162.159.195.117:1701,0.00%,187 ms
162.159.195.12:894,0.00%,187 ms
162.159.192.218:1014,0.00%,187 ms
162.159.192.100:7559,0.00%,187 ms
162.159.192.219:854,0.00%,187 ms
162.159.195.30:864,0.00%,187 ms
162.159.195.17:987,0.00%,187 ms
162.159.192.236:1014,0.00%,187 ms
162.159.192.110:1701,0.00%,187 ms
162.159.192.209:854,0.00%,187 ms
188.114.97.34:8742,0.00%,187 ms
162.159.195.243:945,0.00%,187 ms
162.159.192.191:942,0.00%,187 ms
162.159.195.245:5956,0.00%,187 ms
188.114.98.157:943,0.00%,187 ms
162.159.192.92:7559,0.00%,187 ms
162.159.195.52:908,0.00%,187 ms
162.159.195.76:1387,0.00%,187 ms
162.159.195.76:8742,0.00%,187 ms
162.159.195.104:1018,0.00%,187 ms
162.159.195.165:4233,0.00%,187 ms
162.159.195.21:864,0.00%,187 ms
162.159.195.82:8742,0.00%,187 ms
162.159.195.189:878,0.00%,187 ms
162.159.195.5:878,0.00%,187 ms
162.159.195.145:4233,0.00%,187 ms
162.159.192.92:1701,0.00%,187 ms
162.159.195.81:8742,0.00%,187 ms
162.159.192.62:878,0.00%,187 ms
162.159.195.75:8742,0.00%,187 ms
188.114.96.106:908,0.00%,187 ms
162.159.195.40:894,0.00%,187 ms
162.159.195.193:878,0.00%,187 ms
162.159.195.28:987,0.00%,187 ms
162.159.195.136:4233,0.00%,187 ms
162.159.192.169:942,0.00%,187 ms
162.159.192.242:968,0.00%,187 ms
162.159.195.37:3581,0.00%,187 ms
188.114.98.205:5279,0.00%,187 ms
162.159.192.196:4500,0.00%,187 ms
162.159.195.38:894,0.00%,187 ms
162.159.195.31:987,0.00%,187 ms
162.159.192.107:1701,0.00%,187 ms
162.159.195.228:945,0.00%,187 ms
188.114.99.249:2371,0.00%,187 ms
162.159.192.240:1014,0.00%,187 ms
162.159.192.254:1014,0.00%,187 ms
188.114.99.33:2371,0.00%,187 ms
162.159.195.81:1387,0.00%,187 ms
162.159.195.167:1074,0.00%,187 ms
162.159.195.199:890,0.00%,187 ms
162.159.195.83:8742,0.00%,187 ms
162.159.192.139:7103,0.00%,187 ms
188.114.98.198:3854,0.00%,187 ms
188.114.96.85:894,0.00%,187 ms
162.159.192.91:908,0.00%,187 ms
162.159.195.227:945,0.00%,187 ms
162.159.192.98:7559,0.00%,187 ms
162.159.195.129:8742,0.00%,187 ms
162.159.195.80:1387,0.00%,187 ms
162.159.195.253:945,0.00%,187 ms
162.159.195.36:3581,0.00%,187 ms
162.159.192.142:7103,0.00%,187 ms
162.159.195.226:1002,0.00%,187 ms
162.159.195.254:945,0.00%,187 ms
188.114.97.151:1010,0.00%,187 ms
162.159.195.56:908,0.00%,187 ms
162.159.195.129:890,0.00%,187 ms
162.159.195.182:878,0.00%,187 ms
162.159.195.230:945,0.00%,187 ms
162.159.192.104:1701,0.00%,187 ms
162.159.192.170:942,0.00%,187 ms
162.159.192.140:7103,0.00%,187 ms
162.159.195.17:864,0.00%,187 ms
162.159.192.120:7559,0.00%,187 ms
162.159.195.187:878,0.00%,188 ms
162.159.192.118:1701,0.00%,188 ms
162.159.195.18:864,0.00%,188 ms
162.159.195.181:890,0.00%,188 ms
162.159.192.51:908,0.00%,188 ms
162.159.192.53:908,0.00%,188 ms
188.114.96.75:894,0.00%,188 ms
162.159.195.165:8319,0.00%,188 ms
162.159.192.93:7559,0.00%,188 ms
162.159.192.99:1701,0.00%,188 ms
162.159.195.237:5956,0.00%,188 ms
162.159.195.71:908,0.00%,188 ms
162.159.195.65:3854,0.00%,188 ms
162.159.195.72:3854,0.00%,188 ms
162.159.195.80:8742,0.00%,188 ms
162.159.195.147:8319,0.00%,188 ms
162.159.192.78:878,0.00%,188 ms
188.114.96.135:903,0.00%,188 ms
162.159.195.2:894,0.00%,188 ms
162.159.192.143:7103,0.00%,188 ms
188.114.98.123:903,0.00%,188 ms
162.159.195.102:1018,0.00%,188 ms
188.114.97.111:500,0.00%,188 ms
162.159.192.187:942,0.00%,188 ms
162.159.195.90:1387,0.00%,188 ms
188.114.98.153:2408,0.00%,188 ms
162.159.195.38:3581,0.00%,188 ms
162.159.195.85:1387,0.00%,188 ms
162.159.195.183:890,0.00%,188 ms
162.159.192.143:2506,0.00%,188 ms
162.159.192.227:854,0.00%,188 ms
162.159.192.242:1014,0.00%,188 ms
162.159.192.50:946,0.00%,188 ms
162.159.192.152:2506,0.00%,188 ms
188.114.98.208:4198,0.00%,188 ms
162.159.195.253:5956,0.00%,188 ms
188.114.99.35:8854,0.00%,188 ms
188.114.96.11:5956,0.00%,188 ms
188.114.97.44:1010,0.00%,188 ms
162.159.195.240:945,0.00%,188 ms
162.159.192.141:7103,0.00%,188 ms
162.159.195.97:1018,0.00%,188 ms
188.114.96.74:1014,0.00%,188 ms
162.159.192.243:968,0.00%,188 ms
188.114.98.250:8319,0.00%,188 ms
162.159.192.12:946,0.00%,188 ms
162.159.195.202:890,0.00%,188 ms
188.114.97.163:4177,0.00%,188 ms
188.114.96.59:859,0.00%,188 ms
162.159.192.169:4500,0.00%,188 ms
188.114.96.82:894,0.00%,188 ms
162.159.195.0:878,0.00%,188 ms
162.159.195.254:5956,0.00%,188 ms
188.114.96.85:1014,0.00%,188 ms
188.114.97.145:1010,0.00%,188 ms
162.159.195.173:1074,0.00%,188 ms
162.159.195.136:8319,0.00%,188 ms
188.114.98.24:8319,0.00%,188 ms
162.159.192.189:4500,0.00%,188 ms
188.114.97.246:968,0.00%,188 ms
162.159.195.236:945,0.00%,188 ms
162.159.192.217:854,0.00%,188 ms
162.159.192.93:1701,0.00%,188 ms
162.159.192.218:854,0.00%,188 ms
162.159.192.91:878,0.00%,188 ms
162.159.192.141:2506,0.00%,188 ms
162.159.195.112:1018,0.00%,188 ms
162.159.192.192:4500,0.00%,188 ms
188.114.98.177:5279,0.00%,188 ms
162.159.195.107:1018,0.00%,188 ms
162.159.192.189:942,0.00%,188 ms
162.159.195.217:1002,0.00%,188 ms
162.159.195.236:5956,0.00%,188 ms
188.114.98.154:2408,0.00%,188 ms
188.114.96.89:894,0.00%,188 ms
162.159.195.140:4233,0.00%,188 ms
162.159.195.128:890,0.00%,188 ms
162.159.195.208:878,0.00%,188 ms
162.159.195.114:1701,0.00%,188 ms
162.159.195.34:3581,0.00%,188 ms
188.114.97.127:500,0.00%,189 ms
162.159.192.62:908,0.00%,189 ms
188.114.98.16:5279,0.00%,189 ms
188.114.98.227:4198,0.00%,189 ms
162.159.195.58:3854,0.00%,189 ms
162.159.195.223:1014,0.00%,189 ms
162.159.192.150:2506,0.00%,189 ms
162.159.195.64:3854,0.00%,189 ms
162.159.192.160:7103,0.00%,189 ms
162.159.192.241:1014,0.00%,189 ms
188.114.98.227:934,0.00%,189 ms
188.114.97.166:4177,0.00%,189 ms
162.159.195.26:987,0.00%,189 ms
188.114.98.177:3854,0.00%,189 ms
188.114.99.14:939,0.00%,189 ms
188.114.96.12:945,0.00%,189 ms
162.159.192.138:7103,0.00%,189 ms
162.159.195.70:3854,0.00%,189 ms
162.159.195.88:1387,0.00%,189 ms
162.159.195.235:5956,0.00%,189 ms
162.159.192.137:2506,0.00%,189 ms
188.114.98.216:934,0.00%,189 ms
162.159.195.212:890,0.00%,189 ms
162.159.192.236:854,0.00%,189 ms
188.114.97.94:3854,0.00%,189 ms
162.159.195.189:890,0.00%,189 ms
188.114.97.120:500,0.00%,189 ms
162.159.192.254:968,0.00%,189 ms
162.159.195.69:908,0.00%,189 ms
162.159.195.250:945,0.00%,189 ms
162.159.195.75:1387,0.00%,189 ms
188.114.98.117:903,0.00%,189 ms
162.159.195.152:4233,0.00%,189 ms
162.159.195.155:4233,0.00%,189 ms
188.114.96.70:1014,0.00%,189 ms
188.114.98.108:500,0.00%,189 ms
188.114.98.11:1002,0.00%,189 ms
162.159.195.188:878,0.00%,189 ms
162.159.192.100:1701,0.00%,189 ms
162.159.195.79:1387,0.00%,189 ms
162.159.195.82:1387,0.00%,189 ms
188.114.99.8:939,0.00%,189 ms
162.159.195.21:987,0.00%,189 ms
188.114.96.56:500,0.00%,189 ms
162.159.195.183:878,0.00%,189 ms
162.159.192.157:7103,0.00%,189 ms
162.159.195.171:946,0.00%,189 ms
162.159.192.37:4198,0.00%,189 ms
162.159.192.132:7103,0.00%,189 ms
188.114.98.252:8319,0.00%,189 ms
188.114.97.106:8854,0.00%,189 ms
162.159.192.112:1701,0.00%,189 ms
162.159.195.162:8319,0.00%,189 ms
188.114.97.168:4177,0.00%,189 ms
188.114.96.73:1014,0.00%,189 ms
162.159.195.210:878,0.00%,189 ms
188.114.96.166:1843,0.00%,189 ms
162.159.192.116:1701,0.00%,189 ms
162.159.195.94:1018,0.00%,189 ms
188.114.96.208:878,0.00%,189 ms
162.159.195.211:890,0.00%,189 ms
162.159.195.86:1387,0.00%,189 ms
162.159.195.56:3854,0.00%,189 ms
162.159.192.186:942,0.00%,189 ms
162.159.195.247:945,0.00%,189 ms
162.159.195.167:946,0.00%,189 ms
162.159.192.114:1701,0.00%,189 ms
162.159.195.200:890,0.00%,189 ms
188.114.98.152:4198,0.00%,189 ms
188.114.99.3:4198,0.00%,189 ms
162.159.195.63:3854,0.00%,189 ms
162.159.192.163:2506,0.00%,189 ms
188.114.98.237:8319,0.00%,189 ms
188.114.97.164:4177,0.00%,189 ms
188.114.98.69:7152,0.00%,189 ms
162.159.192.166:2506,0.00%,189 ms
162.159.192.109:7559,0.00%,189 ms
162.159.192.115:7559,0.00%,189 ms
162.159.195.93:1018,0.00%,189 ms
162.159.192.112:7559,0.00%,189 ms
162.159.192.19:4198,0.00%,189 ms
188.114.96.234:1074,0.00%,189 ms
162.159.195.97:1701,0.00%,189 ms
188.114.97.246:1002,0.00%,189 ms
162.159.195.123:890,0.00%,189 ms
162.159.192.139:2506,0.00%,189 ms
188.114.97.203:1010,0.00%,189 ms
188.114.96.106:903,0.00%,189 ms
162.159.195.251:945,0.00%,189 ms
188.114.96.165:1843,0.00%,189 ms
162.159.192.148:2506,0.00%,189 ms
188.114.97.106:1843,0.00%,189 ms
188.114.97.88:3854,0.00%,189 ms
162.159.195.174:1074,0.00%,189 ms
162.159.195.74:3854,0.00%,189 ms
188.114.96.176:1843,0.00%,189 ms
188.114.97.44:8742,0.00%,189 ms
162.159.192.101:7559,0.00%,189 ms
162.159.192.202:854,0.00%,189 ms
162.159.195.111:1018,0.00%,189 ms
162.159.192.154:2506,0.00%,189 ms
162.159.192.110:7559,0.00%,189 ms
162.159.195.237:945,0.00%,189 ms
188.114.98.78:946,0.00%,189 ms
188.114.96.186:1180,0.00%,189 ms
162.159.195.91:1018,0.00%,189 ms
162.159.192.183:4500,0.00%,189 ms
162.159.195.94:1701,0.00%,189 ms
188.114.97.96:1070,0.00%,189 ms
188.114.98.187:5279,0.00%,189 ms
162.159.195.242:5956,0.00%,189 ms
188.114.97.105:1843,0.00%,189 ms
188.114.97.214:1180,0.00%,189 ms
162.159.192.126:1701,0.00%,189 ms
162.159.192.95:7559,0.00%,189 ms
188.114.98.52:4198,0.00%,189 ms
162.159.192.168:942,0.00%,189 ms
162.159.195.206:878,0.00%,189 ms
162.159.192.251:968,0.00%,189 ms
162.159.195.125:8742,0.00%,189 ms
188.114.98.69:946,0.00%,189 ms
162.159.192.228:854,0.00%,189 ms
162.159.195.124:890,0.00%,190 ms
162.159.195.64:908,0.00%,190 ms
188.114.97.114:500,0.00%,190 ms
162.159.192.226:854,0.00%,190 ms
162.159.192.195:4500,0.00%,190 ms
188.114.98.131:2408,0.00%,190 ms
188.114.98.62:946,0.00%,190 ms
162.159.195.137:8319,0.00%,190 ms
162.159.192.147:7103,0.00%,190 ms
162.159.195.18:987,0.00%,190 ms
162.159.195.223:1002,0.00%,190 ms
188.114.97.150:1010,0.00%,190 ms
188.114.98.175:4198,0.00%,190 ms
188.114.99.4:4198,0.00%,190 ms
188.114.98.129:4198,0.00%,190 ms
188.114.97.194:1010,0.00%,190 ms
188.114.97.102:8854,0.00%,190 ms
188.114.98.29:1014,0.00%,190 ms
162.159.195.63:908,0.00%,190 ms
162.159.195.250:5956,0.00%,190 ms
162.159.192.15:4198,0.00%,190 ms
188.114.98.230:8319,0.00%,190 ms
162.159.195.239:5956,0.00%,190 ms
162.159.192.210:1014,0.00%,190 ms
162.159.195.211:878,0.00%,190 ms
162.159.195.116:1701,0.00%,190 ms
162.159.195.169:946,0.00%,190 ms
162.159.192.217:1014,0.00%,190 ms
162.159.195.87:8742,0.00%,190 ms
188.114.97.75:1070,0.00%,190 ms
188.114.98.31:1014,0.00%,190 ms
162.159.195.57:908,0.00%,190 ms
162.159.195.1:878,0.00%,190 ms
162.159.195.1:894,0.00%,190 ms
188.114.99.34:2371,0.00%,190 ms
188.114.99.51:1018,0.00%,190 ms
188.114.97.166:1701,0.00%,190 ms
162.159.192.193:942,0.00%,190 ms
162.159.192.203:854,0.00%,190 ms
162.159.195.138:4233,0.00%,190 ms
188.114.98.154:4198,0.00%,190 ms
162.159.195.228:5956,0.00%,190 ms
162.159.192.250:968,0.00%,190 ms
162.159.195.28:864,0.00%,190 ms
188.114.96.182:3581,0.00%,190 ms
188.114.97.189:7559,0.00%,190 ms
162.159.195.27:864,0.00%,190 ms
162.159.192.41:4198,0.00%,190 ms
162.159.192.59:908,0.00%,190 ms
162.159.192.67:908,0.00%,190 ms
162.159.195.154:4233,0.00%,190 ms
162.159.195.132:8742,0.00%,190 ms
162.159.192.250:1014,0.00%,190 ms
162.159.192.80:878,0.00%,190 ms
188.114.97.46:1010,0.00%,190 ms
188.114.97.16:1074,0.00%,190 ms
162.159.195.182:890,0.00%,190 ms
188.114.96.121:908,0.00%,190 ms
188.114.97.97:3854,0.00%,190 ms
188.114.98.0:968,0.00%,190 ms
162.159.192.129:1701,0.00%,190 ms
162.159.195.67:908,0.00%,190 ms
162.159.192.251:1014,0.00%,190 ms
162.159.195.158:8319,0.00%,190 ms
188.114.97.228:1002,0.00%,190 ms
188.114.99.2:939,0.00%,190 ms
162.159.192.245:1014,0.00%,190 ms
162.159.192.245:968,0.00%,190 ms
162.159.192.111:1701,0.00%,190 ms
188.114.96.77:894,0.00%,190 ms
188.114.96.232:3476,0.00%,190 ms
188.114.98.183:3854,0.00%,190 ms
162.159.195.232:945,0.00%,190 ms
188.114.98.165:943,0.00%,190 ms
162.159.192.212:1014,0.00%,190 ms
162.159.195.44:894,0.00%,190 ms
188.114.99.2:4198,0.00%,190 ms
188.114.96.118:908,0.00%,190 ms
188.114.98.228:8319,0.00%,190 ms
162.159.192.232:1014,0.00%,190 ms
162.159.192.234:1014,0.00%,190 ms
188.114.98.91:500,0.00%,190 ms
162.159.192.127:7559,0.00%,190 ms
188.114.98.133:4198,0.00%,190 ms
188.114.96.29:500,0.00%,190 ms
162.159.195.201:890,0.00%,190 ms
188.114.98.0:1002,0.00%,190 ms
188.114.97.255:1002,0.00%,190 ms
162.159.192.130:7559,0.00%,190 ms
162.159.195.227:5956,0.00%,190 ms
162.159.192.113:1701,0.00%,190 ms
162.159.195.221:1002,0.00%,190 ms
188.114.98.126:4177,0.00%,190 ms
162.159.195.57:3854,0.00%,190 ms
162.159.192.210:854,0.00%,190 ms
162.159.195.233:5956,0.00%,190 ms
162.159.195.213:1014,0.00%,190 ms
162.159.192.83:908,0.00%,190 ms
162.159.195.221:1014,0.00%,190 ms
162.159.195.197:878,0.00%,190 ms
188.114.97.190:3854,0.00%,190 ms
162.159.195.226:1014,0.00%,190 ms
188.114.97.235:8742,0.00%,190 ms
162.159.192.142:2506,0.00%,190 ms
188.114.96.184:3581,0.00%,190 ms
162.159.195.163:4233,0.00%,190 ms
162.159.192.59:878,0.00%,190 ms
162.159.192.182:4500,0.00%,190 ms
188.114.98.135:2408,0.00%,190 ms
162.159.192.202:1014,0.00%,190 ms
188.114.98.32:4198,0.00%,190 ms
162.159.192.247:1014,0.00%,190 ms
162.159.192.234:854,0.00%,190 ms
162.159.192.212:854,0.00%,190 ms
188.114.96.184:1014,0.00%,190 ms
162.159.195.48:3581,0.00%,190 ms
188.114.97.228:8742,0.00%,190 ms
162.159.195.194:878,0.00%,190 ms
162.159.192.246:1014,0.00%,190 ms
162.159.192.215:1014,0.00%,190 ms
162.159.192.57:908,0.00%,190 ms
188.114.97.26:890,0.00%,190 ms
162.159.195.115:1701,0.00%,190 ms
188.114.96.27:2506,0.00%,190 ms
162.159.195.154:8319,0.00%,190 ms
188.114.97.1:1074,0.00%,190 ms
188.114.97.105:8854,0.00%,190 ms
188.114.96.177:1843,0.00%,190 ms
162.159.192.174:4500,0.00%,190 ms
188.114.97.111:5956,0.00%,190 ms
162.159.195.43:3581,0.00%,190 ms
188.114.98.200:3854,0.00%,190 ms
162.159.192.248:1014,0.00%,190 ms
162.159.195.244:945,0.00%,190 ms
188.114.97.242:968,0.00%,190 ms
162.159.195.29:987,0.00%,190 ms
188.114.98.189:3854,0.00%,190 ms
162.159.192.101:1701,0.00%,190 ms
162.159.195.78:8742,0.00%,190 ms
188.114.96.63:1014,0.00%,190 ms
162.159.192.247:968,0.00%,190 ms
162.159.195.39:894,0.00%,190 ms
162.159.192.41:946,0.00%,190 ms
162.159.192.0:4198,0.00%,190 ms
162.159.195.35:894,0.00%,190 ms
188.114.97.16:3854,0.00%,191 ms
162.159.195.234:5956,0.00%,191 ms
188.114.96.72:1014,0.00%,191 ms
188.114.97.190:7559,0.00%,191 ms
188.114.96.69:1014,0.00%,191 ms
162.159.195.139:8319,0.00%,191 ms
162.159.195.164:4233,0.00%,191 ms
162.159.195.34:894,0.00%,191 ms
188.114.96.208:1180,0.00%,191 ms
188.114.97.46:8742,0.00%,191 ms
162.159.195.96:1018,0.00%,191 ms
162.159.195.106:1701,0.00%,191 ms
188.114.98.221:4198,0.00%,191 ms
162.159.192.56:908,0.00%,191 ms
188.114.99.0:4198,0.00%,191 ms
162.159.195.238:945,0.00%,191 ms
162.159.195.220:1002,0.00%,191 ms
162.159.195.144:4233,0.00%,191 ms
188.114.96.137:908,0.00%,191 ms
162.159.195.106:1018,0.00%,191 ms
162.159.195.69:3854,0.00%,191 ms
188.114.97.133:500,0.00%,191 ms
188.114.97.255:968,0.00%,191 ms
188.114.96.81:1014,0.00%,191 ms
162.159.192.181:942,0.00%,191 ms
162.159.195.168:946,0.00%,191 ms
188.114.96.154:1843,0.00%,191 ms
162.159.195.35:3581,0.00%,191 ms
188.114.98.108:2506,0.00%,191 ms
188.114.96.137:903,0.00%,191 ms
162.159.195.151:8319,0.00%,191 ms
162.159.195.177:878,0.00%,191 ms
188.114.97.33:8742,0.00%,191 ms
188.114.97.139:859,0.00%,191 ms
162.159.192.63:878,0.00%,191 ms
188.114.96.86:1014,0.00%,191 ms
162.159.195.77:8742,0.00%,191 ms
188.114.97.127:5956,0.00%,191 ms
162.159.192.55:908,0.00%,191 ms
162.159.195.138:8319,0.00%,191 ms
162.159.195.45:894,0.00%,191 ms
188.114.98.176:943,0.00%,191 ms
188.114.97.189:3854,0.00%,191 ms
162.159.192.111:7559,0.00%,191 ms
188.114.97.24:4233,0.00%,191 ms
162.159.195.203:890,0.00%,191 ms
188.114.96.69:894,0.00%,191 ms
162.159.195.150:4233,0.00%,191 ms
162.159.195.100:1018,0.00%,191 ms
188.114.99.34:8854,0.00%,191 ms
162.159.195.168:1074,0.00%,191 ms
188.114.96.205:878,0.00%,191 ms
162.159.195.217:1014,0.00%,191 ms
188.114.96.132:903,0.00%,191 ms
162.159.192.56:878,0.00%,191 ms
162.159.195.87:1387,0.00%,191 ms
188.114.99.35:2371,0.00%,191 ms
162.159.192.67:878,0.00%,191 ms
162.159.192.83:878,0.00%,191 ms
162.159.195.125:890,0.00%,191 ms
162.159.195.200:878,0.00%,191 ms
188.114.98.255:4198,0.00%,191 ms
188.114.97.87:3854,0.00%,191 ms
188.114.98.247:8319,0.00%,191 ms
188.114.98.4:1002,0.00%,191 ms
188.114.96.207:878,0.00%,191 ms
162.159.195.68:908,0.00%,191 ms
162.159.192.55:878,0.00%,191 ms
162.159.195.208:890,0.00%,191 ms
188.114.98.223:4198,0.00%,191 ms
188.114.97.47:8742,0.00%,191 ms
188.114.97.172:4177,0.00%,191 ms
188.114.97.230:1002,0.00%,191 ms
162.159.195.230:5956,0.00%,191 ms
162.159.192.72:878,0.00%,191 ms
188.114.97.172:1701,0.00%,191 ms
188.114.96.107:908,0.00%,191 ms
188.114.96.13:903,0.00%,191 ms
188.114.97.53:8742,0.00%,191 ms
188.114.96.29:2506,0.00%,191 ms
162.159.192.213:1014,0.00%,191 ms
162.159.195.13:894,0.00%,191 ms
188.114.98.25:8319,0.00%,191 ms
188.114.97.205:1180,0.00%,191 ms
162.159.195.98:1018,0.00%,191 ms
188.114.96.157:1843,0.00%,191 ms
188.114.98.22:8319,0.00%,191 ms
188.114.99.0:939,0.00%,191 ms
162.159.192.213:854,0.00%,191 ms
162.159.195.172:1074,0.00%,191 ms
188.114.98.247:7103,0.00%,191 ms
162.159.195.66:908,0.00%,191 ms
188.114.97.152:1701,0.00%,191 ms
162.159.192.162:7103,0.00%,191 ms
188.114.98.8:968,0.00%,191 ms
188.114.97.33:1010,0.00%,191 ms
188.114.97.253:1002,0.00%,191 ms
162.159.192.198:942,0.00%,191 ms
188.114.98.96:2506,0.00%,191 ms
162.159.195.115:1018,0.00%,191 ms
188.114.98.19:8319,0.00%,191 ms
188.114.97.20:890,0.00%,191 ms
188.114.97.98:8854,0.00%,191 ms
162.159.192.162:2506,0.00%,191 ms
162.159.195.222:1002,0.00%,191 ms
188.114.96.103:908,0.00%,191 ms
162.159.195.55:3854,0.00%,191 ms
188.114.97.67:1843,0.00%,191 ms
162.159.195.184:878,0.00%,191 ms
188.114.98.183:5279,0.00%,191 ms
162.159.195.161:8319,0.00%,191 ms
188.114.98.32:1014,0.00%,191 ms
162.159.195.252:5956,0.00%,191 ms
162.159.192.47:4198,0.00%,191 ms
162.159.192.51:878,0.00%,191 ms
188.114.99.33:8854,0.00%,191 ms
162.159.192.108:1701,0.00%,191 ms
188.114.98.23:5279,0.00%,191 ms
188.114.98.209:4198,0.00%,191 ms
162.159.192.151:7103,0.00%,191 ms
162.159.195.62:908,0.00%,191 ms
188.114.97.67:988,0.00%,191 ms
162.159.195.153:8319,0.00%,191 ms
188.114.98.165:4198,0.00%,191 ms
188.114.98.237:7103,0.00%,191 ms
188.114.98.189:5279,0.00%,191 ms
188.114.96.146:1843,0.00%,191 ms
188.114.96.24:2506,0.00%,191 ms
162.159.195.157:4233,0.00%,191 ms
188.114.96.230:987,0.00%,191 ms
162.159.192.201:854,0.00%,191 ms
162.159.195.249:5956,0.00%,191 ms
162.159.195.122:890,0.00%,191 ms
162.159.192.135:7103,0.00%,191 ms
162.159.192.185:942,0.00%,191 ms
188.114.96.101:4233,0.00%,191 ms
162.159.195.202:878,0.00%,191 ms
162.159.195.152:8319,0.00%,191 ms
188.114.99.1:4198,0.00%,191 ms
162.159.195.180:878,0.00%,191 ms
188.114.97.13:1074,0.00%,191 ms
162.159.192.68:878,0.00%,191 ms
162.159.195.246:5956,0.00%,191 ms
188.114.96.56:2506,0.00%,191 ms
162.159.195.162:4233,0.00%,191 ms
162.159.192.152:7103,0.00%,191 ms
162.159.195.220:1014,0.00%,191 ms
162.159.192.214:854,0.00%,191 ms
188.114.98.174:943,0.00%,191 ms
188.114.98.246:8319,0.00%,191 ms
188.114.96.32:2506,0.00%,191 ms
188.114.96.133:908,0.00%,191 ms
162.159.192.223:854,0.00%,191 ms
162.159.192.206:854,0.00%,191 ms
188.114.98.211:4198,0.00%,191 ms
162.159.192.206:1014,0.00%,191 ms
188.114.96.27:500,0.00%,191 ms
162.159.192.79:878,0.00%,191 ms
188.114.97.240:1002,0.00%,191 ms
188.114.96.83:1014,0.00%,191 ms
188.114.97.149:859,0.00%,191 ms
162.159.192.193:4500,0.00%,191 ms
188.114.98.134:2408,0.00%,191 ms
162.159.195.51:908,0.00%,191 ms
